1235547	-2.300781	-0.300781	-9.599609	1.800781	-0.500000	5.300781	-0.038242	0.172254	-0.229870	0.001843	-0.005212	-0.000169	0	0	0	0	0	0
108964768	-5.900391	8.601562	-6.199219	-3.300781	-5.099609	0.199219	0.051882	0.131009	0.284789	-0.001099	-0.000881	0.002477	0	0	0	0	0	0
220490622	1.101562	6.601562	-7.500000	0.898438	4.898438	7.398438	-0.056854	0.119319	0.006140	-0.000469	-0.004015	0.000123	0	0	0	0	0	0
408830339	-5.400391	5.101562	1.898438	3.300781	-1.099609	-2.000000	0.084711	0.078869	-0.074834	-0.000179	-0.000967	0.000696	0	0	0	0	0	0
575982935	0.000000	5.398438	-3.599609	0.199219	5.199219	2.300781	-0.012838	-0.007669	0.008499	-0.004631	-0.000977	0.002135	0	0	0	0	0	0
714274279	-1.099609	7.601562	0.898438	1.699219	1.199219	-0.800781	-0.016540	0.105360	-0.641179	-0.002525	-0.004572	0.008537	0	0	0	0	0	0
862169453	-1.000000	0.101562	-5.500000	4.300781	2.101562	7.601562	-0.016748	0.050296	0.000413	-0.001614	-0.000959	-0.001204	0	0	0	0	0	0
997189032	-2.300781	2.500000	-3.900391	6.500000	-3.900391	8.800781	-0.095517	0.139893	0.243199	-0.000230	0.002680	0.001813	0	0	0	0	0	0
1142086794	-2.199219	6.000000	-4.900391	1.300781	7.398438	6.699219	-0.013979	0.190776	0.082891	0.002000	0.000325	0.000258	0	0	0	0	0	0
1287962477	-3.099609	4.398438	-4.699219	-2.099609	-3.699219	-4.500000	0.110071	0.203560	-0.309136	0.001295	-0.004397	-0.000411	0	0	0	0	0	0
1431709395	-2.199219	3.199219	1.601562	1.601562	-0.199219	-3.199219	-0.020241	-0.047187	-0.154337	-0.002266	0.000576	0.001083	0	0	0	0	0	0
1578223248	-2.900391	4.699219	3.101562	0.898438	-1.300781	1.000000	-0.047067	0.043096	0.239485	-0.002306	-0.001912	-0.000052	0	0	0	0	0	0
1722246339	-3.199219	6.000000	4.300781	3.101562	5.898438	5.898438	0.090636	0.100633	0.651345	-0.000140	-0.006874	-0.009423	0	0	0	0	0	0
1902125153	-0.699219	6.699219	0.000000	-0.599609	1.000000	7.601562	-0.120467	0.122310	0.049611	-0.005604	-0.000636	0.000746	0	0	0	0	0	0
2105448878	-7.500000	3.000000	-1.099609	3.300781	0.300781	-0.400391	-0.080700	0.109369	-0.302509	-0.002472	-0.004127	0.001885	0	0	0	0	0	0
2290429378	-6.400391	1.101562	2.101562	-0.400391	-1.500000	-4.400391	-0.102872	0.065382	-0.115744	-0.002074	0.000747	-0.000783	0	0	0	0	0	0
