633853	4.000000	-1.199219	-2.099609	-1.500000	3.800781	-1.699219	-0.203718	-0.194547	0.619427	-0.002573	-0.004408	-0.003818	0	0	0	0	0	0
1173252	2.000000	-4.400391	-2.099609	-1.500000	3.800781	-1.699219	-0.119087	-0.047953	0.152922	0.001702	-0.001744	-0.001418	0	0	0	0	0	0
2160661	-0.500000	-4.400391	-0.800781	-2.000000	4.199219	-2.699219	-0.158916	-0.135314	-0.233700	-0.002793	-0.002028	0.000641	0	0	0	0	0	0
3469445	-2.599609	-5.800781	-2.400391	-1.599609	1.898438	-5.199219	-0.158916	-0.135314	-0.233700	-0.002793	-0.002028	0.000641	0	0	0	0	0	0
4140619	-2.599609	-5.800781	-2.400391	-2.199219	1.699219	-6.699219	-0.086631	-0.136098	-0.036087	-0.001516	0.001007	0.002500	0	0	0	0	0	0
4573932	-2.800781	-6.199219	-1.599609	-3.300781	1.699219	-6.699219	-0.030535	-0.095407	0.039717	-0.000007	-0.002314	0.000824	0	0	0	0	0	0
4841622	-2.800781	-6.199219	-1.599609	-3.300781	2.101562	-6.699219	-0.030535	-0.095407	0.039717	-0.000007	-0.002314	0.000824	0	0	0	0	0	0
5283554	-2.800781	-6.199219	-1.599609	-3.300781	2.101562	-6.699219	-0.030535	-0.095407	0.039717	-0.000007	-0.002314	0.000824	0	0	0	0	0	0
5547952	-2.800781	-6.199219	-1.599609	-3.300781	2.101562	-6.699219	-0.030535	-0.095407	0.039717	-0.000007	-0.002314	0.000824	0	0	0	0	0	0
5796212	-2.800781	-6.199219	-1.599609	-3.300781	2.101562	-6.699219	-0.009822	-0.051605	-0.039353	0.001599	-0.001745	0.000735	0	0	0	0	0	0
6042070	-2.900391	-6.800781	-0.699219	-3.699219	0.800781	-8.000000	-0.009822	-0.051605	-0.039353	0.001599	-0.001745	0.000735	0	0	0	0	0	0
6311882	-2.900391	-6.800781	-0.699219	-3.699219	0.800781	-8.000000	-0.132100	-0.014499	-0.275708	0.003280	-0.000867	0.000212	0	0	0	0	0	0
6600952	-3.800781	-6.800781	-0.699219	-3.699219	0.800781	-8.000000	-0.132100	-0.014499	-0.275708	0.003280	-0.000867	0.000212	0	0	0	0	0	0
7431496	-3.800781	-7.000000	1.300781	-3.599609	0.300781	-9.699219	-0.132100	-0.014499	-0.275708	0.003280	-0.000867	0.000212	0	0	0	0	0	0
7887684	-4.099609	-6.000000	1.300781	-3.599609	0.300781	-9.699219	-0.252036	-0.130836	-0.654871	-0.000002	0.001508	0.006587	0	0	0	0	0	0
123424611	-5.500000	-2.800781	-3.500000	-0.300781	2.000000	-0.699219	-0.104105	0.033955	0.001491	0.002929	-0.001522	0.000542	0	0	0	0	0	0
123856315	-3.599609	-2.199219	-2.000000	-1.099609	1.398438	-0.699219	0.040640	-0.112848	-0.236387	-0.002126	-0.000146	0.000428	0	0	0	0	0	0
124251727	-3.599609	-2.199219	-2.000000	-1.099609	1.398438	-1.599609	0.040640	-0.112848	-0.236387	-0.002126	-0.000146	0.000428	0	0	0	0	0	0
124641757	-3.599609	-2.199219	-2.000000	-1.099609	1.398438	-1.599609	0.040640	-0.112848	-0.236387	-0.002126	-0.000146	0.000428	0	0	0	0	0	0
125047245	-3.599609	-2.199219	-2.000000	-1.099609	1.398438	-1.599609	-0.069757	0.044794	-0.075599	0.001674	-0.001004	0.000849	0	0	0	0	0	0
125454006	-3.900391	-0.800781	-1.800781	-1.400391	1.101562	-3.699219	-0.069757	0.044794	-0.075599	0.001674	-0.001004	0.000849	0	0	0	0	0	0
125851790	-3.900391	-0.800781	-1.800781	-1.400391	1.101562	-3.699219	-0.069757	0.044794	-0.075599	0.001674	-0.001004	0.000849	0	0	0	0	0	0
126250893	-5.199219	-1.900391	-1.900391	-2.000000	0.601562	-4.000000	-0.155004	-0.165038	0.077932	0.000957	0.001438	0.001851	0	0	0	0	0	0
126654769	-5.199219	-1.900391	-1.900391	-2.000000	0.601562	-4.000000	-0.155004	-0.165038	0.077932	0.000957	0.001438	0.001851	0	0	0	0	0	0
127046935	-5.199219	-1.900391	-1.900391	-2.000000	0.601562	-4.000000	-0.092052	-0.185567	-0.432585	0.000743	-0.001739	0.001526	0	0	0	0	0	0
127455416	-3.000000	-0.599609	0.699219	-1.699219	1.398438	-4.300781	-0.092052	-0.185567	-0.432585	0.000743	-0.001739	0.001526	0	0	0	0	0	0
127852506	-2.900391	0.199219	1.699219	-1.699219	1.398438	-4.300781	-0.092052	-0.185567	-0.432585	0.000743	-0.001739	0.001526	0	0	0	0	0	0
128250653	-2.900391	0.199219	1.699219	-0.400391	2.101562	-2.500000	-0.308744	-0.152443	-1.277983	0.003826	-0.000915	0.009624	0	0	0	0	0	0
128641765	-2.900391	0.199219	1.699219	-0.400391	2.101562	-2.500000	-0.308744	-0.152443	-1.277983	0.003826	-0.000915	0.009624	0	0	0	0	0	0
129053933	-2.900391	0.199219	1.699219	-0.400391	2.101562	-2.500000	-0.115620	-0.133738	-1.169321	0.003104	-0.003295	0.005302	0	0	0	0	0	0
243195665	-4.800781	-0.199219	-3.099609	-2.099609	-5.900391	-12.400391	-0.077066	-0.105402	0.003575	0.001941	-0.001672	0.002929	0	0	0	0	0	0
243632508	-4.800781	-0.199219	-3.099609	-2.099609	-5.900391	-12.400391	-0.092340	-0.073756	-0.001198	0.000878	0.000648	0.000478	0	0	0	0	0	0
244050503	-4.800781	-0.199219	-3.099609	-2.099609	-5.900391	-12.400391	-0.092340	-0.073756	-0.001198	0.000878	0.000648	0.000478	0	0	0	0	0	0
244453484	-4.800781	-1.699219	-3.099609	-1.599609	-5.099609	-12.599609	-0.092340	-0.073756	-0.001198	0.000878	0.000648	0.000478	0	0	0	0	0	0
244847288	-4.800781	-1.699219	-3.099609	-1.599609	-5.099609	-12.599609	-0.226217	-0.127135	-0.191146	-0.002022	-0.001974	0.002039	0	0	0	0	0	0
245250102	-4.800781	-1.699219	-3.099609	-1.599609	-5.099609	-12.599609	-0.226217	-0.127135	-0.191146	-0.002022	-0.001974	0.002039	0	0	0	0	0	0
245641041	-3.199219	-2.300781	-3.400391	-1.199219	-3.300781	-14.099609	-0.009468	-0.079087	-0.078140	0.001403	-0.002453	0.001080	0	0	0	0	0	0
246053238	-3.199219	-2.300781	-3.400391	-1.199219	-3.300781	-14.099609	-0.009468	-0.079087	-0.078140	0.001403	-0.002453	0.001080	0	0	0	0	0	0
246454172	-2.300781	-1.800781	-1.699219	-0.800781	-2.099609	-14.400391	-0.009468	-0.079087	-0.078140	0.001403	-0.002453	0.001080	0	0	0	0	0	0
246851091	-2.300781	-1.800781	-1.699219	-0.800781	-2.099609	-14.400391	-0.138498	-0.115238	-0.272422	-0.001366	-0.002914	0.000987	0	0	0	0	0	0
247250144	-2.300781	-1.800781	-1.699219	-0.800781	-2.099609	-14.400391	-0.138498	-0.115238	-0.272422	-0.001366	-0.002914	0.000987	0	0	0	0	0	0
247672864	-1.500000	-2.500000	-0.599609	-2.199219	-1.800781	-13.099609	-0.319400	-0.233726	-1.352245	-0.000648	-0.000030	0.011201	0	0	0	0	0	0
248071455	-1.500000	-2.500000	-0.599609	-2.199219	-1.800781	-13.099609	-0.319400	-0.233726	-1.352245	-0.000648	-0.000030	0.011201	0	0	0	0	0	0
248452922	0.000000	-2.000000	3.199219	-1.300781	-1.500000	-9.800781	-0.319400	-0.233726	-1.352245	-0.000648	-0.000030	0.011201	0	0	0	0	0	0
248847002	0.000000	-2.000000	3.199219	-1.300781	-1.500000	-9.800781	-0.263335	-0.172815	-1.277814	0.001022	-0.001177	0.009144	0	0	0	0	0	0
367335990	-3.000000	-5.199219	3.000000	0.601562	-8.500000	-8.199219	-0.021870	-0.014698	-0.197354	-0.000740	-0.000133	-0.000640	0	0	0	0	0	0
367771628	-3.000000	-5.199219	3.398438	0.199219	-5.800781	-8.000000	-0.079870	-0.121524	-1.117774	-0.001396	-0.001756	0.009576	0	0	0	0	0	0
368178723	-3.000000	-5.199219	3.398438	0.199219	-5.800781	-8.000000	-0.079870	-0.121524	-1.117774	-0.001396	-0.001756	0.009576	0	0	0	0	0	0
368553137	-3.000000	-5.199219	3.398438	0.199219	-5.800781	-8.000000	-0.262035	-0.169559	-1.434899	0.001040	-0.001867	0.008947	0	0	0	0	0	0
368945506	-1.199219	-2.699219	6.199219	-1.599609	-5.099609	-7.199219	-0.262035	-0.169559	-1.434899	0.001040	-0.001867	0.008947	0	0	0	0	0	0
369346692	-1.199219	-2.699219	6.199219	-1.599609	-5.099609	-7.199219	-0.156175	-0.188869	-1.629401	0.001518	0.001423	0.011127	0	0	0	0	0	0
369740458	-1.199219	-2.699219	6.199219	-1.599609	-5.099609	-7.199219	-0.156175	-0.188869	-1.629401	0.001518	0.001423	0.011127	0	0	0	0	0	0
370152354	0.199219	-0.599609	7.500000	0.898438	-2.900391	-6.300781	-0.156175	-0.188869	-1.629401	0.001518	0.001423	0.011127	0	0	0	0	0	0
